ID	adj.P.Val	P.Value	t	B	logFC	GI	Gene.symbol	Gene.title
ILMN_2170814	2.69e-21	1.36e-23	-1.03e+01	42.762675	-1.35	156627583	LAMP3	lysosomal associated membrane protein 3
ILMN_1807042	2.81e-21	1.43e-23	-1.03e+01	42.71448	-6.53e-01	743405628	MARCKS	myristoylated alanine rich protein kinase C substrate
ILMN_2127842	3.02e-21	1.54e-23	-1.03e+01	42.641916	-5.57e-01	172072689	HBA2	hemoglobin subunit alpha 2
ILMN_1705737	3.31e-21	1.69e-23	1.02e+01	42.54741	7.94e-01	66933015	IMPDH2	inosine monophosphate dehydrogenase 2
ILMN_1676091	3.77e-21	1.94e-23	1.02e+01	42.413597	1.08	NA		
ILMN_3223126	3.97e-21	2.05e-23	-1.02e+01	42.359196	-8.32e-01	384229047	TYMP	thymidine phosphorylase
ILMN_1754865	4.25e-21	2.21e-23	1.02e+01	42.283308	6.51e-01	NA		
ILMN_2367070	4.25e-21	2.21e-23	-1.02e+01	42.283207	-7.67e-01	81295406	ACOT9	acyl-CoA thioesterase 9
ILMN_1810577	4.41e-21	2.30e-23	1.02e+01	42.243614	6.30e-01	156071482	RPS4X	ribosomal protein S4, X-linked
ILMN_2390162	4.58e-21	2.41e-23	-1.02e+01	42.200811	-6.20e-01	1002623474	PHF11	PHD finger protein 11
ILMN_1713369	4.89e-21	2.58e-23	1.02e+01	42.133634	6.78e-01	395132448	RPL13A	ribosomal protein L13a
ILMN_1760714	5.20e-21	2.75e-23	1.02e+01	42.06887	5.71e-01	378548188	RPS3	ribosomal protein S3
ILMN_1662839	5.82e-21	3.10e-23	1.02e+01	41.952731	9.27e-01	307344638	PLEKHA1	pleckstrin homology domain containing A1
ILMN_2413278	5.87e-21	3.14e-23	1.02e+01	41.94058	8.52e-01	341604766	RPL13	ribosomal protein L13
ILMN_1768973	6.19e-21	3.32e-23	-1.02e+01	41.884138	-7.94e-01	27436923	HIST2H2AC	histone cluster 2, H2ac
ILMN_1685312	7.76e-21	4.18e-23	-1.02e+01	41.658515	-1.09	109240545	PSG3	pregnancy specific beta-1-glycoprotein 3
ILMN_3200384	8.05e-21	4.36e-23	1.01e+01	41.61779	5.67e-01	NA		
ILMN_1718977	8.07e-21	4.39e-23	-1.01e+01	41.6109	-6.85e-01	299782594	GADD45B	growth arrest and DNA damage inducible beta
ILMN_1690807	9.76e-21	5.33e-23	1.01e+01	41.420595	1.56e-01	815890902	MKL2	MKL1/myocardin like 2
ILMN_3236463	1.14e-20	6.23e-23	-1.01e+01	41.267302	-8.57e-01	NA		
ILMN_1775304	1.21e-20	6.66e-23	1.01e+01	41.201667	6.10e-01	665505917	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1
ILMN_1761281	1.26e-20	6.94e-23	-1.01e+01	41.160008	-1.22	NA		
ILMN_1740749	1.77e-20	9.81e-23	1.01e+01	40.820557	6.18e-01	18390348	RPL7A	ribosomal protein L7a
ILMN_3290497	1.86e-20	1.04e-22	1.01e+01	40.765354	4.58e-01	NA		
ILMN_1694548	1.90e-20	1.06e-22	-1.01e+01	40.743366	-1.44	96304463	ANXA3	annexin A3
ILMN_2210934	2.38e-20	1.34e-22	1.00e+01	40.514743	5.92e-01	260656018	NR3C2	nuclear receptor subfamily 3 group C member 2
ILMN_3282174	2.38e-20	1.34e-22	1.00e+01	40.513013	8.90e-01	NA		
ILMN_2218277	2.49e-20	1.41e-22	1.00e+01	40.464459	5.22e-01	70609878	RPS2	ribosomal protein S2
ILMN_1674069	2.51e-20	1.42e-22	1.00e+01	40.454248	5.91e-01	409971398	TOMM7	translocase of outer mitochondrial membrane 7
ILMN_1805395	2.57e-20	1.47e-22	1.00e+01	40.424234	1.05	256017125	LTBP3	latent transforming growth factor beta binding protein 3
ILMN_2154566	2.98e-20	1.71e-22	1.00e+01	40.274362	5.63e-01	72407914	RPL10A	ribosomal protein L10a
ILMN_3302905	2.98e-20	1.72e-22	1.00e+01	40.271286	5.28e-01	NA		
ILMN_2359456	3.14e-20	1.82e-22	9.99	40.215798	6.47e-01	38327614	ERGIC3	ERGIC and golgi 3
ILMN_3298037	3.19e-20	1.85e-22	9.99	40.198671	1.03	NA		
ILMN_2367141	3.33e-20	1.94e-22	9.98	40.14953	9.07e-01	293651579	TCF7	transcription factor 7 (T-cell specific, HMG-box)
ILMN_1688753	3.33e-20	1.95e-22	9.98	40.148038	7.27e-01	589811542	PTDSS1	phosphatidylserine synthase 1
ILMN_1821352	3.65e-20	2.14e-22	9.97	40.054991	8.40e-01	27842881		
ILMN_2166831	3.71e-20	2.20e-22	9.97	40.029392	6.32e-01	156071482	RPS4X	ribosomal protein S4, X-linked
ILMN_1676470	3.71e-20	2.20e-22	9.97	40.029275	8.81e-01	293651583	TCF7	transcription factor 7 (T-cell specific, HMG-box)
ILMN_1673738	3.81e-20	2.26e-22	9.97	40.001267	5.97e-01	NA		
ILMN_2209551	4.01e-20	2.39e-22	9.96	39.946684	1.13e-01	NA		
ILMN_1682919	4.18e-20	2.50e-22	9.96	39.902988	8.52e-01	140560949	PAFAH2	platelet activating factor acetylhydrolase 2
ILMN_1764577	4.39e-20	2.64e-22	9.95	39.849914	4.94e-01	261824029	MFNG	MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
ILMN_1662488	4.54e-20	2.75e-22	9.95	39.808752	4.32e-02	395455062	MED23	mediator complex subunit 23
ILMN_1690586	4.54e-20	2.76e-22	9.95	39.80506	8.75e-01	NA		
ILMN_2386790	4.54e-20	2.77e-22	9.95	39.802766	1.14	75709174	KLRC3	killer cell lectin like receptor C3
ILMN_1806946	4.54e-20	2.77e-22	9.95	39.802476	6.14e-01	115529450	UBTF	upstream binding transcription factor, RNA polymerase I
ILMN_1880406	5.68e-20	3.48e-22	-9.92	39.578103	-5.35e-01	10437417	PTEN	phosphatase and tensin homolog
ILMN_1707810	6.24e-20	3.83e-22	9.91	39.483448	6.18e-01	71164878	RPS5	ribosomal protein S5
ILMN_3271244	6.30e-20	3.90e-22	9.91	39.466499	9.76e-01	NA		
ILMN_1693410	6.30e-20	3.90e-22	9.91	39.46569	6.48e-01	40548423	BRI3BP	BRI3 binding protein
ILMN_1789809	6.53e-20	4.06e-22	9.90	39.426776	6.38e-01	222418607	RPL13AP6	ribosomal protein L13a pseudogene 6
ILMN_1651496	6.57e-20	4.09e-22	-9.90	39.417869	-1.00	342837700	HIST1H2BD	histone cluster 1, H2bd
ILMN_1821176	6.62e-20	4.14e-22	9.90	39.406432	6.07e-01	9893295	RNF125	ring finger protein 125
ILMN_1738816	6.92e-20	4.35e-22	9.90	39.359123	6.52e-01	133930787	FOXO1	forkhead box O1
ILMN_2255133	6.94e-20	4.37e-22	9.90	39.353103	1.14	148539885	BCL11A	B-cell CLL/lymphoma 11A
ILMN_3240420	7.07e-20	4.47e-22	-9.89	39.33196	-1.76	156071510	USP18	ubiquitin specific peptidase 18
ILMN_1767459	7.85e-20	4.98e-22	9.88	39.225043	5.55e-01	238908502	POLR3B	RNA polymerase III subunit B
ILMN_3297126	8.12e-20	5.17e-22	-9.88	39.188971	-7.92e-01	384229045	TYMP	thymidine phosphorylase
ILMN_1789775	8.15e-20	5.21e-22	9.88	39.181091	9.10e-01	NA		
ILMN_2113535	8.40e-20	5.39e-22	9.87	39.148744	8.51e-01	166795300	PCYOX1	prenylcysteine oxidase 1
ILMN_1745262	9.17e-20	5.90e-22	-9.86	39.058556	-9.04e-01	124248561	REM2	RRAD and GEM like GTPase 2
ILMN_1659913	9.73e-20	6.29e-22	-9.86	38.997286	-5.82e-01	735661405	ISG20	interferon stimulated exonuclease gene 20
ILMN_3225591	9.91e-20	6.43e-22	9.85	38.975233	6.00e-01	NA		
ILMN_1694587	9.98e-20	6.50e-22	9.85	38.964923	6.59e-01	83376127	EEF1B2	eukaryotic translation elongation factor 1 beta 2
ILMN_2144426	1.01e-19	6.62e-22	-9.85	38.946223	-7.98e-01	21328454	HIST2H2AA3	histone cluster 2, H2aa3
ILMN_1671314	1.03e-19	6.76e-22	9.85	38.926291	4.20e-01	358008164	UXT	ubiquitously expressed prefoldin like chaperone
ILMN_2388975	1.08e-19	7.13e-22	9.84	38.873476	6.28e-01	NA		
ILMN_3207060	1.09e-19	7.20e-22	9.84	38.863861	4.44e-01	NA		
ILMN_1661886	1.15e-19	7.62e-22	9.83	38.807894	6.57e-01	346644847	APEX1	apurinic/apyrimidinic endodeoxyribonuclease 1
ILMN_3202673	1.27e-19	8.44e-22	9.82	38.708466	8.32e-01	NA		
ILMN_1774602	1.43e-19	9.56e-22	9.81	38.585634	5.80e-01	51873054	FBLN2	fibulin 2
ILMN_2078697	1.48e-19	9.92e-22	-9.81	38.549165	-8.08e-01	156151440	ALPK1	alpha kinase 1
ILMN_2260082	1.49e-19	9.97e-22	-9.80	38.544581	-1.15	119393877	NAIP	NLR family apoptosis inhibitory protein
ILMN_2402640	1.51e-19	1.01e-21	9.80	38.528046	3.77e-01	205277360	DSC1	desmocollin 1
ILMN_1713394	1.51e-19	1.02e-21	9.80	38.524607	4.94e-01	NA		
ILMN_1684258	1.51e-19	1.03e-21	9.80	38.51514	4.33e-01	NA		
ILMN_3251737	1.52e-19	1.03e-21	9.80	38.510368	8.77e-01	83367078	EEF1A1	eukaryotic translation elongation factor 1 alpha 1
ILMN_2188722	1.92e-19	1.31e-21	9.77	38.274087	7.64e-01	373251162	GLS	glutaminase
ILMN_2405628	1.98e-19	1.35e-21	9.77	38.243734	9.50e-01	386642869	TOP1MT	topoisomerase (DNA) I, mitochondrial
ILMN_1694075	2.00e-19	1.37e-21	-9.77	38.230905	-8.35e-01	315075321	GADD45A	growth arrest and DNA damage inducible alpha
ILMN_1740490	2.26e-19	1.56e-21	9.76	38.105622	5.55e-01	1013383403	ZFP82	ZFP82 zinc finger protein
ILMN_1751559	2.33e-19	1.61e-21	9.75	38.073967	1.17	374858055	TMEM204	transmembrane protein 204
ILMN_1708934	2.50e-19	1.73e-21	-9.74	38.001731	-8.89e-01	675022745	ADM	adrenomedullin
ILMN_2379967	2.63e-19	1.83e-21	-9.74	37.947426	-1.05	751247039	FCAR	Fc fragment of IgA receptor
ILMN_1811063	2.74e-19	1.91e-21	9.73	37.905546	4.72e-01	NA		
ILMN_3278906	2.85e-19	2.00e-21	9.73	37.863132	6.60e-01	NA		
ILMN_1652955	2.92e-19	2.05e-21	9.72	37.834806	7.17e-01	NA		
ILMN_1660439	3.10e-19	2.19e-21	9.72	37.773007	1.10	NA		
ILMN_2050911	3.19e-19	2.25e-21	-9.71	37.743579	-9.36e-01	24497489	SLC22A4	solute carrier family 22 member 4
ILMN_1671516	3.19e-19	2.27e-21	-9.71	37.738735	-6.55e-01	40068058	CIR1	corepressor interacting with RBPJ, 1
ILMN_1786852	3.24e-19	2.31e-21	9.71	37.721345	6.13e-01	55769555	ZCCHC3	zinc finger CCHC-type containing 3
ILMN_1860954	3.25e-19	2.33e-21	-9.71	37.71304	-8.11e-01	68216825		
ILMN_1706238	3.34e-19	2.39e-21	9.71	37.685564	6.24e-01	371502110	CSE1L	chromosome segregation 1 like
ILMN_1788118	3.63e-19	2.61e-21	9.70	37.600815	1.23e-01	222080103	SLC23A3	solute carrier family 23 member 3
ILMN_2249018	4.23e-19	3.05e-21	9.68	37.4457	5.80e-01	149363643	LRRC26	leucine rich repeat containing 26
ILMN_3216125	4.32e-19	3.13e-21	9.68	37.422148	6.91e-01	NA		
ILMN_3266482	4.36e-19	3.16e-21	9.68	37.410994	3.85e-01	NA		
ILMN_1726597	4.45e-19	3.24e-21	-9.67	37.386397	-5.45e-01	556695371	FAM65B	family with sequence similarity 65 member B
ILMN_1751079	4.60e-19	3.36e-21	-9.67	37.350827	-6.50e-01	53759115	TAP1	transporter 1, ATP binding cassette subfamily B member
ILMN_2220283	5.26e-19	3.86e-21	9.65	37.216677	1.22	115529279	HNRNPA1P10	heterogeneous nuclear ribonucleoprotein A1 pseudogene 10
ILMN_1906187	5.27e-19	3.88e-21	9.65	37.212032	6.91e-01	21757111	CAMK1D	calcium/calmodulin dependent protein kinase ID
ILMN_1812191	5.33e-19	3.93e-21	9.65	37.197825	8.66e-01	685844862	C12orf57	chromosome 12 open reading frame 57
ILMN_2408039	5.94e-19	4.40e-21	9.64	37.088429	1.00	304555580	EEF1D	eukaryotic translation elongation factor 1 delta
ILMN_3241657	5.99e-19	4.45e-21	9.64	37.077275	1.05	374858055	TMEM204	transmembrane protein 204
ILMN_1698940	6.32e-19	4.70e-21	9.63	37.022472	4.42e-01	NA		
ILMN_1751120	6.62e-19	4.94e-21	-9.63	36.973877	-1.21	21264599	HIST1H4H	histone cluster 1, H4h
ILMN_1681301	6.69e-19	5.01e-21	-9.62	36.959348	-1.03	4757733	AIM2	absent in melanoma 2
ILMN_3194217	6.83e-19	5.13e-21	9.62	36.936776	5.55e-01	221139769	RPL19P12	ribosomal protein L19 pseudogene 12
ILMN_1775235	7.11e-19	5.36e-21	9.62	36.894716	9.73e-01	68348715	AFF3	AF4/FMR2 family member 3
ILMN_1758623	7.17e-19	5.42e-21	-9.62	36.882747	-1.10	342837700	HIST1H2BD	histone cluster 1, H2bd
ILMN_3292244	7.41e-19	5.62e-21	9.61	36.847389	1.39e-01	NA		
ILMN_1714444	7.59e-19	5.77e-21	9.61	36.821027	1.00	115392135	KLF12	Kruppel like factor 12
ILMN_1737561	7.78e-19	5.93e-21	-9.61	36.794232	-6.36e-01	510025458	N4BP2L2	NEDD4 binding protein 2 like 2
ILMN_1757467	8.12e-19	6.21e-21	-9.60	36.748901	-9.41e-01	85838503	H1F0	H1 histone family member 0
ILMN_1712298	8.80e-19	6.75e-21	9.59	36.667244	8.20e-01	393290871	ANKRD46	ankyrin repeat domain 46
ILMN_1686367	9.87e-19	7.60e-21	9.58	36.551751	4.78e-01	527498289	HSPA8	heat shock protein family A (Hsp70) member 8
ILMN_2058468	1.01e-18	7.78e-21	9.58	36.528292	1.18	635574576	BACH2	BTB domain and CNC homolog 2
ILMN_2227533	1.01e-18	7.82e-21	9.57	36.522828	6.87e-01	226443148	ABHD14B	abhydrolase domain containing 14B
ILMN_1667418	1.02e-18	7.93e-21	-9.57	36.509136	-6.19e-01	226437591	TMEM114	transmembrane protein 114
ILMN_1727284	1.02e-18	7.95e-21	9.57	36.507257	9.50e-01	303522473	CD4	CD4 molecule
ILMN_3295847	1.04e-18	8.11e-21	9.57	36.486926	4.81e-01	NA		
ILMN_3304022	1.19e-18	9.30e-21	9.55	36.353418	7.05e-01	NA		
ILMN_3275672	1.19e-18	9.39e-21	9.55	36.343795	9.24e-01	NA		
ILMN_2098616	1.19e-18	9.39e-21	9.55	36.343509	6.34e-01	208610034	ANXA2R	annexin A2 receptor
ILMN_1667813	1.23e-18	9.73e-21	9.55	36.308837	5.87e-01	NA		
ILMN_2414027	1.26e-18	9.99e-21	-9.55	36.283359	-5.13e-01	NA		
ILMN_1736575	1.26e-18	9.99e-21	9.55	36.283018	6.88e-01	14971416	TRIM28	tripartite motif containing 28
ILMN_3200330	1.43e-18	1.14e-20	9.53	36.153412	5.17e-01	NA		
ILMN_3248882	1.43e-18	1.15e-20	9.53	36.148271	8.28e-01	194394211	DANCR	differentiation antagonizing non-protein coding RNA
ILMN_1673024	1.43e-18	1.15e-20	9.53	36.143571	5.53e-01	315507148	RBM15B	RNA binding motif protein 15B
ILMN_1654946	1.43e-18	1.15e-20	9.53	36.143569	7.58e-01	226371703	ZSCAN18	zinc finger and SCAN domain containing 18
ILMN_1703891	1.45e-18	1.17e-20	9.53	36.130857	8.98e-01	139394667	TBC1D9	TBC1 domain family member 9
ILMN_1754234	1.49e-18	1.20e-20	9.53	36.099768	6.63e-01	321117008	ZMYND11	zinc finger MYND-type containing 11
ILMN_3213568	1.49e-18	1.21e-20	9.52	36.092256	8.03e-01	NA		
ILMN_2373062	1.49e-18	1.21e-20	-9.52	36.091135	-6.36e-01	306035188	RHBDF2	rhomboid 5 homolog 2
ILMN_2414679	1.55e-18	1.26e-20	9.52	36.05297	1.74e-01	385251384	SFI1	SFI1 centrin binding protein
ILMN_1670931	1.56e-18	1.28e-20	9.52	36.042834	6.67e-01	NA		
ILMN_3243297	1.57e-18	1.29e-20	9.52	36.03544	5.04e-01	NA		
ILMN_3238640	1.59e-18	1.31e-20	9.52	36.016863	4.54e-01	NA		
ILMN_2109536	1.60e-18	1.32e-20	9.52	36.010645	1.26e-01	NA		
ILMN_1746436	1.63e-18	1.35e-20	-9.51	35.989429	-8.82e-01	223468623	HCG27	HLA complex group 27 (non-protein coding)
ILMN_2315979	1.64e-18	1.36e-20	9.51	35.979919	7.17e-01	149274623	LBH	limb bud and heart development
ILMN_3211079	1.65e-18	1.37e-20	9.51	35.970336	4.44e-01	NA		
ILMN_2110167	1.80e-18	1.50e-20	9.50	35.882963	7.99e-01	544346152	POLR1E	RNA polymerase I subunit E
ILMN_1663132	1.89e-18	1.58e-20	9.50	35.83432	8.59e-01	41393591	ADCK2	aarF domain containing kinase 2
ILMN_1688749	1.97e-18	1.65e-20	9.49	35.787964	4.52e-01	NA		
ILMN_1750400	1.99e-18	1.67e-20	-9.49	35.778979	-8.16e-01	815891218	C19orf66	chromosome 19 open reading frame 66
ILMN_1659047	2.10e-18	1.77e-20	-9.48	35.722892	-7.33e-01	21328454	HIST2H2AA3	histone cluster 2, H2aa3
ILMN_1671152	2.18e-18	1.84e-20	9.48	35.681881	3.15e-01	NA		
ILMN_1845037	2.43e-18	2.06e-20	-9.46	35.573557	-7.05e-01	22658346	LOC100419583	ring finger protein 4 pseudogene
ILMN_3302177	2.54e-18	2.16e-20	9.46	35.528314	5.73e-01	NA		
ILMN_1677997	2.54e-18	2.16e-20	-9.46	35.526558	-9.49e-01	442796461	MAZ	MYC associated zinc finger protein
ILMN_1903568	2.54e-18	2.17e-20	9.46	35.522632	6.32e-01	10434613	CNIH1	cornichon family AMPA receptor auxiliary protein 1
ILMN_2193591	2.55e-18	2.18e-20	-9.46	35.515287	-6.11e-01	589058166	UNC93B1	unc-93 homolog B1 (C. elegans)
ILMN_1674789	2.61e-18	2.25e-20	-9.45	35.487636	-8.74e-01	NA		
ILMN_2246894	2.61e-18	2.25e-20	9.45	35.486571	5.28e-01	526253081	EDF1	endothelial differentiation related factor 1
ILMN_2384181	2.63e-18	2.27e-20	-9.45	35.476797	-1.08	NA		
ILMN_3202432	2.68e-18	2.32e-20	9.45	35.457207	4.96e-01	NA		
ILMN_1720181	2.87e-18	2.49e-20	9.44	35.388031	9.97e-02	725503331	CLSTN1	calsyntenin 1
ILMN_1745148	2.95e-18	2.57e-20	-9.44	35.356757	-5.84e-01	124244057	ZNFX1	zinc finger NFX1-type containing 1
ILMN_3218820	3.16e-18	2.75e-20	9.43	35.288232	5.18e-01	NA		
ILMN_3219764	3.40e-18	2.98e-20	9.42	35.2123	6.64e-01	NA		
ILMN_2214678	3.57e-18	3.13e-20	-9.42	35.163464	-6.03e-01	321400049	MXD1	MAX dimerization protein 1
ILMN_2326512	3.60e-18	3.17e-20	-9.42	35.150296	-5.51e-01	380254454	CASP1	caspase 1
ILMN_1692223	3.60e-18	3.17e-20	-9.42	35.15009	-1.31	930697465	LCN2	lipocalin 2
ILMN_1812353	3.61e-18	3.19e-20	9.41	35.143719	1.55e-01	NA		
ILMN_1768062	3.62e-18	3.20e-20	9.41	35.140265	1.15e-01	320461535	ADK	adenosine kinase
ILMN_1725992	3.63e-18	3.23e-20	9.41	35.133044	5.58e-01	256600193	RAPGEF6	Rap guanine nucleotide exchange factor 6
ILMN_1669497	3.66e-18	3.26e-20	9.41	35.122891	7.90e-01	291327481	OSBPL10	oxysterol binding protein like 10
ILMN_2158705	3.69e-18	3.29e-20	9.41	35.112901	6.74e-01	148277041	ACYP2	acylphosphatase 2
ILMN_1703108	3.74e-18	3.35e-20	-9.41	35.096675	-7.25e-01	332078505	UBE2L6	ubiquitin conjugating enzyme E2 L6
ILMN_1651899	3.91e-18	3.51e-20	9.40	35.050888	4.73e-01	NA		
ILMN_1763641	3.95e-18	3.55e-20	9.40	35.039554	6.39e-01	223890220	ZNF614	zinc finger protein 614
ILMN_3274601	3.96e-18	3.57e-20	9.40	35.03259	4.41e-01	NA		
ILMN_3219643	4.05e-18	3.66e-20	9.40	35.007995	6.71e-01	NA		
ILMN_3233442	4.20e-18	3.81e-20	9.39	34.970429	8.76e-01	NA		
ILMN_2229969	4.21e-18	3.82e-20	9.39	34.967079	1.54e-01	239582760	ERO1B	endoplasmic reticulum oxidoreductase 1 beta
ILMN_1745256	4.90e-18	4.46e-20	9.38	34.814501	8.47e-01	953953847	CXXC5	CXXC finger protein 5
ILMN_1667825	5.28e-18	4.82e-20	-9.37	34.738873	-5.32e-01	926573118	MLKL	mixed lineage kinase domain like
ILMN_2392352	5.76e-18	5.28e-20	9.36	34.650561	6.03e-01	528881093	CTPS2	CTP synthase 2
ILMN_2173919	5.82e-18	5.34e-20	9.36	34.63929	7.57e-01	365192551	MYO9A	myosin IXA
ILMN_1715384	5.88e-18	5.41e-20	9.35	34.625863	1.67e-01	92091577	B4GAT1	beta-1,4-glucuronyltransferase 1
ILMN_1678766	6.09e-18	5.62e-20	-9.35	34.589422	-5.68e-01	618468206	DYNLT1	dynein light chain Tctex-type 1
ILMN_3212833	6.17e-18	5.70e-20	9.35	34.574136	6.03e-01	NA		
ILMN_1655710	6.22e-18	5.76e-20	9.35	34.563991	1.21	NA		
ILMN_1678934	6.64e-18	6.17e-20	9.34	34.497083	6.93e-01	544346152	POLR1E	RNA polymerase I subunit E
ILMN_2124790	7.45e-18	6.94e-20	9.33	34.382415	2.16e-01	195927034	RRP7BP	ribosomal RNA processing 7 homolog B, pseudogene
ILMN_2373566	7.74e-18	7.23e-20	9.32	34.342382	5.74e-01	296080722	PJA1	praja ring finger ubiquitin ligase 1
ILMN_3209676	7.91e-18	7.40e-20	9.32	34.318648	5.81e-01	NA		
ILMN_2130180	8.00e-18	7.50e-20	9.32	34.305336	8.99e-01	224548997	RPL13P5	ribosomal protein L13 pseudogene 5
ILMN_1672687	8.58e-18	8.07e-20	9.31	34.233935	6.87e-01	NA		
ILMN_2391765	8.65e-18	8.16e-20	9.31	34.223108	6.10e-01	566035352	C6orf48	chromosome 6 open reading frame 48
ILMN_1782543	8.78e-18	8.30e-20	9.30	34.20638	5.03e-01	304555580	EEF1D	eukaryotic translation elongation factor 1 delta
ILMN_1671482	9.08e-18	8.60e-20	-9.30	34.171139	-1.02	224494751	GALM	galactose mutarotase
ILMN_1678054	1.08e-17	1.02e-19	-9.28	34.000959	-6.50e-01	56549143	TRIM21	tripartite motif containing 21
ILMN_1749722	1.10e-17	1.05e-19	-9.28	33.974036	-1.17	NA		
ILMN_1685824	1.22e-17	1.16e-19	-9.27	33.875197	-7.66e-01	163644314	B4GALT5	beta-1,4-galactosyltransferase 5
ILMN_1657495	1.22e-17	1.17e-19	9.27	33.871124	5.41e-01	747165392	MLEC	malectin
ILMN_3238889	1.23e-17	1.18e-19	9.26	33.861287	7.14e-01	663070901	RPRD2	regulation of nuclear pre-mRNA domain containing 2
ILMN_1701832	1.24e-17	1.20e-19	9.26	33.848813	4.11e-01	68216257	RPL19	ribosomal protein L19
ILMN_3293685	1.34e-17	1.29e-19	9.25	33.771906	1.44	NA		
ILMN_3201480	1.36e-17	1.32e-19	9.25	33.754583	5.24e-01	NA		
ILMN_3208973	1.40e-17	1.35e-19	9.25	33.728726	4.61e-01	223718253	RPSAP9	ribosomal protein SA pseudogene 9
ILMN_1809889	1.41e-17	1.37e-19	9.25	33.715684	5.30e-01	546231963	CCDC117	coiled-coil domain containing 117
ILMN_3243248	1.41e-17	1.37e-19	9.25	33.712667	2.37e-01	82830393	SNORD87	small nucleolar RNA, C/D box 87
ILMN_2057573	1.42e-17	1.38e-19	9.25	33.70751	5.44e-01	197245447	ESYT2	extended synaptotagmin 2
ILMN_1801254	1.43e-17	1.39e-19	-9.24	33.698859	-9.01e-01	NA		
ILMN_1774375	1.43e-17	1.40e-19	-9.24	33.695909	-1.16	211059424	SMIM24	small integral membrane protein 24
ILMN_2261882	1.43e-17	1.41e-19	9.24	33.688023	1.39e-01	122937210	KIAA0368	KIAA0368
ILMN_1692133	1.44e-17	1.42e-19	9.24	33.682402	2.24e-01	74027273	ZNF226	zinc finger protein 226
ILMN_1661917	1.54e-17	1.52e-19	9.23	33.61092	7.14e-01	NA		
ILMN_1683660	1.56e-17	1.54e-19	9.23	33.601281	4.60e-01	83656776	EIF3H	eukaryotic translation initiation factor 3 subunit H
ILMN_1664248	1.56e-17	1.55e-19	9.23	33.596385	1.35e-01	NA		
ILMN_2364272	1.57e-17	1.56e-19	9.23	33.587999	8.77e-01	379643030	MBNL2	muscleblind like splicing regulator 2
ILMN_1737074	1.77e-17	1.76e-19	9.22	33.469167	4.71e-01	NA		
ILMN_1690494	1.85e-17	1.85e-19	9.21	33.422759	3.37e-01	992319632	RPL6	ribosomal protein L6
ILMN_2261600	1.88e-17	1.88e-19	-9.21	33.40459	-1.08	349732137	FCGR1B	Fc fragment of IgG receptor Ib
ILMN_1676895	1.92e-17	1.92e-19	-9.21	33.383073	-1.01	229577022	BTNL8	butyrophilin like 8
ILMN_1764721	1.97e-17	1.97e-19	9.20	33.356789	5.16e-01	960513913	RPL8	ribosomal protein L8
ILMN_1753279	2.11e-17	2.12e-19	9.20	33.286085	5.30e-01	52426775	HNRNPA0	heterogeneous nuclear ribonucleoprotein A0
ILMN_2392356	2.11e-17	2.13e-19	9.20	33.282908	1.05e-01	528881093	CTPS2	CTP synthase 2
ILMN_1691717	2.34e-17	2.36e-19	-9.18	33.180573	-5.57e-01	306035189	RHBDF2	rhomboid 5 homolog 2
ILMN_1805902	2.36e-17	2.39e-19	9.18	33.168406	7.08e-01	236456829	CELA1	chymotrypsin like elastase family member 1
ILMN_1651347	2.64e-17	2.68e-19	9.17	33.055576	4.38e-01	205277459	SERTAD2	SERTA domain containing 2
ILMN_1704472	2.70e-17	2.75e-19	9.17	33.032454	5.63e-01	63175651	EID2	EP300 interacting inhibitor of differentiation 2
ILMN_1673804	2.96e-17	3.03e-19	9.15	32.93853	4.43e-01	968121904	ZNF426	zinc finger protein 426
ILMN_2230624	3.10e-17	3.17e-19	9.15	32.893063	4.13e-01	394995139	RPL18	ribosomal protein L18
ILMN_2364852	3.10e-17	3.18e-19	-9.15	32.890753	-4.71e-01	524586821	BTN2A1	butyrophilin subfamily 2 member A1
ILMN_1665797	3.13e-17	3.22e-19	9.15	32.878015	5.38e-01	371502110	CSE1L	chromosome segregation 1 like
ILMN_1671891	3.22e-17	3.32e-19	9.14	32.847256	9.29e-01	154937328	PID1	phosphotyrosine interaction domain containing 1
ILMN_3212284	3.25e-17	3.36e-19	9.14	32.836915	9.28e-01	NA		
ILMN_1665761	3.31e-17	3.43e-19	9.14	32.816756	9.15e-01	532691784	BCL11B	B-cell CLL/lymphoma 11B
ILMN_3225784	3.46e-17	3.59e-19	9.13	32.771428	6.19e-01	NA		
ILMN_1856480	3.50e-17	3.63e-19	9.13	32.759378	6.17e-01	34191392	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L
ILMN_1757872	3.61e-17	3.76e-19	9.13	32.726493	8.26e-01	595582407	SGK223	homolog of rat pragma of Rnd2
ILMN_3299478	3.65e-17	3.81e-19	9.13	32.712999	5.16e-01	NA		
ILMN_3204210	3.69e-17	3.86e-19	9.13	32.699178	4.47e-01	NA		
ILMN_3276209	3.70e-17	3.87e-19	9.13	32.696318	6.25e-01	NA		
ILMN_1788017	3.88e-17	4.08e-19	-9.12	32.645459	-7.06e-01	602617424	HSH2D	hematopoietic SH2 domain containing
